Key,Title,Category,Frame,Icon,Description
"blazeandcave:nether/a_piglins_best_friend","A Piglin's Best Friend","nether","challenge","gold_block","Give a total of 500 gold to Piglins during your nether adventures"
"blazeandcave:mining/such_a_poser","Such a poser","mining","task","exposed_copper_golem_statue","Cycle a Copper Golem Statue through all its poses"
"blazeandcave:challenges/riddle_me_this","Riddle Me This","challenges","challenge","map","The first is to smith a compass that vanishes"
"minecraft:story/enter_the_end","The End?","story","goal","end_portal_frame","Enter the End Portal"
"blazeandcave:weaponry/shield_luck","Shield Luck","weaponry","task","rotten_flesh","Protect yourself from an enemy's attack with your shield"
"blazeandcave:nether/hells_bells","Hell's Bells","nether","task","bell","Ring a bell in the Nether"
"minecraft:husbandry/froglights","Incandescent!","husbandry","goal","verdant_froglight","Light up the area with all three hues of Froglight"
"blazeandcave:statistics/laps_in_the_pool","Laps in the pool","statistics","task","leather_leggings","Swim 1km"
"blazeandcave:farming/an_apple_a_day","An Apple a Day","farming","challenge","apple","Eat an Apple every day for 30 in-game days"
"blazeandcave:mining/lichen_subscribe","Lichen Subscribe","mining","task","glow_lichen","Use shears to obtain Glow Lichen from an underground cave"
"blazeandcave:nether/ludicrous_speed","Ludicrous Speed!","nether","challenge","red_glazed_terracotta","Achieve an absolutely insane speed by combining the Speed II effect, Dolphin’s Grace, Depth Strider III, Soul Speed III and sprinting"
"blazeandcave:statistics/your_legs_must_be_tired","Your legs must be tired","statistics","challenge","chainmail_leggings","Sprint 250km"
"blazeandcave:animal/feeding_the_chickens","Feeding the Â§mDucksÂ§r Chickens","animal","task","wheat_seeds","Breed chickens by feeding them seeds"
"blazeandcave:redstone/the_block_of_eternal_screaming","The Block of Eternal Screaming","redstone","goal","sculk_shrieker","Use Silk Touch to pick up a Sculk Shrieker"
"blazeandcave:building/lost_its_bark","Lost Its Bark","building","task","stripped_oak_wood","Strip a bark block of its bark"
"blazeandcave:animal/axolotl_of_them","Axolotl of them","animal","challenge","bucket","Catch all variants of Axolotls inside a Bucket"
"blazeandcave:monsters/the_ender_of_ender","The ender of ender","monsters","task","ender_pearl","Kill an enderman"
"blazeandcave:redstone/master_engineer","Master Engineer","redstone","challenge","redstone_block","Craft a stack of all types of redstone component"
"blazeandcave:nether/im_in_lava_with_you","I'm in Lava With You","nether","goal","lava_bucket","Hit something while you and it are in lava"
"blazeandcave:enchanting/master_sniper","Master Sniper","enchanting","challenge","bow","Create a bow with all possible enchantments at max level"
"blazeandcave:adventure/nerds_never_die","Nerds Never Die","adventure","goal","player_head","Name a Piglin Brute 'Technoblade'"
"blazeandcave:mining/coal_miner","Coal Miner","mining","goal","coal_block","Mine a stack of coal"
"blazeandcave:enchanting/zeus","Zeus","enchanting","goal","end_rod","Obtain Channeling on a trident"
"blazeandcave:adventure/all_chained_up","All chained up","adventure","task","chainmail_chestplate","Trade for a piece of chain armor from an armorer villager"
"blazeandcave:weaponry/artillery","Artillery","weaponry","goal","crossbow","Have nine loaded crossbows in your hotbar. All set!"
"minecraft:end/find_end_city","The City at the End of the Game","end","task","purpur_block","Go on in, what could happen?"
"blazeandcave:adventure/traveller","Traveller","adventure","goal","acacia_log","Travel to every type of village and trade with a villager in each"
"blazeandcave:statistics/horse_training","Horse Training","statistics","task","iron_horse_armor","Ride 1km on a horse"
"blazeandcave:nether/light_show","Light Show","nether","task","magenta_stained_glass","Place Stained Glass directly on top of a Beacon to change the colour of its beam"
"blazeandcave:enchanting/master_armorer","Master Armorer","enchanting","challenge","diamond_helmet","Create a full suit of armor with all possible enchantments at max level"
"blazeandcave:enchanting/master_arbalist","Master Arbalist","enchanting","challenge","crossbow","Create a crossbow with all possible enchantments at max level"
"blazeandcave:redstone/mozart","Mozart","redstone","task","note_block","Craft a note block"
"blazeandcave:adventure/knowledge_is_power","Knowledge is Power","adventure","task","enchanted_book","Trade for an Enchanted Book"
"blazeandcave:weaponry/master_shieldsman","Master Shieldsman","weaponry","challenge","shield","Deflect an attack from every hostile monster"
"blazeandcave:statistics/boing_boing","Boing, Boing","statistics","goal","acacia_leaves","Jump 10,000 times"
"blazeandcave:animal/have_a_shearful_day","Have a Shearful Day","animal","task","shears","Use Shears to obtain wool from a sheep"
"blazeandcave:mining/the_statue_of_liberty","The Statue of Liberty","mining","goal","oxidized_copper_golem_statue","Have a Copper Golem completely oxidize into a statue, then mine it"
"blazeandcave:bacap/root","BlazeandCave's Advancements Pack","bacap","task","grass_block","Loads of brand new advancements for your Minecraft world!"
"blazeandcave:end/the_void_frogs","The Void Frogs","end","challenge","pearlescent_froglight","Lower a Frog into the void using a Slow Falling potion, then kill it so it becomes one with the void"
"blazeandcave:nether/giddy_up","Giddy Up!","nether","goal","hoglin_spawn_egg","Punch a baby Hoglin that is being ridden by a baby Piglin"
"blazeandcave:farming/the_pie","The Pie","farming","task","pumpkin_pie","Bake a pumpkin pie"
"blazeandcave:building/greek_art_decor","Greek Art Decor","building","task","chiseled_quartz_block","Craft all forms of quartz blocks"
"blazeandcave:adventure/raidin_master","Raidin' Master","adventure","challenge","structure_block","Discover every structure type"
"blazeandcave:nether/collateral_damage","Collateral Damage","nether","challenge","fire_charge","Deflect a Ghast fireball into a Happy Ghast"
"blazeandcave:monsters/creepy_heads","Creepy Heads","monsters","challenge","creeper_head","Blow up a creeper with a charged creeper to get a creeper head"
"blazeandcave:mining/particle_fan","Particle Fan","mining","task","spore_blossom","Obtain a Spore Blossom"
"blazeandcave:adventure/the_shielding","The Shielding","adventure","task","shield","A shield does no better than a locked door"
"blazeandcave:potion/tank","Tank","potion","goal","turtle_helmet","Become nearly invincible to all damage using a Turtle Master Potion"
"blazeandcave:adventure/diagon_allay","Diagon Allay","adventure","goal","potion","Have an Allay deliver a potion to you in the Deep Dark"
"blazeandcave:statistics/pig_training","Pig Training","statistics","task","saddle","Ride 100m on a pig"
"blazeandcave:building/stripper","Stripper","building","goal","stripped_jungle_log","Strip the bark off every type of log, stem, and bamboo block"
"blazeandcave:monsters/a_watery_grave","A Watery Grave","monsters","task","seagrass","Defeat a drowned in the briny depths. "
"blazeandcave:farming/its_a_cactus","It's a cactus!","farming","task","green_dye","Break down a cactus in a desert"
"blazeandcave:adventure/now_youre_thinking_with_portals","Now Youâ€™re Thinking With Portals","adventure","task","crying_obsidian","Find a broken Nether Portal in the Overworld"
"blazeandcave:weaponry/spear_fishing","Spear Fishing","weaponry","task","salmon","Skewer a fish with a Spear"
"minecraft:husbandry/allay_deliver_cake_to_note_block","Birthday Song","husbandry","goal","note_block","Have an Allay drop a cake at a note block"
"blazeandcave:bacap/time_to_strike","Time to Strike!","bacap","task","wooden_sword","Use planks and sticks to make a sword"
"blazeandcave:end/some_breakthrough","Some Breakthrough","end","challenge","elytra","Exhaust your elytra"
"blazeandcave:statistics/cupid","Cupid","statistics","goal","beef","Breed 500 animals"
"blazeandcave:enchanting/over_overkill","Over-Overkill","enchanting","challenge","netherite_axe","Deal sixteen hearts of damage in a single melee blow without using a Mace or a Spear's charge attack"
"minecraft:nether/obtain_ancient_debris","Nether Say Die","nether","task","ancient_debris","Excavate out some Ancient Debris from deep beneath the lava oceans"
"blazeandcave:enchanting/fortunate_son","Fortunate Son","enchanting","goal","golden_pickaxe","Obtain Fortune III"
"blazeandcave:enchanting/master_axeman","Master Axeman","enchanting","challenge","diamond_axe","Create an axe with all possible enchantments at max level"
"blazeandcave:building/bubble_bubble_toil_and_trouble","Bubble, Bubble, Toil and Trouble!","building","task","cauldron","Fill a cauldron using a bucket"
"blazeandcave:animal/which_came_first","Which came first?","animal","task","egg","The chicken... or the egg??"
"blazeandcave:animal/direct_fishing","Direct Fishing","animal","task","stone_sword","Catch a fish by directly skewering it with a sword"
"blazeandcave:animal/bacon","Bacon!","animal","task","porkchop","Gotta kill this pig pig pig pig"
"blazeandcave:biomes/flipper","Flipper","biomes","task","light_blue_wool","Give a Dolphin something to play with"
"blazeandcave:mining/chain_gang","Chain Gang","mining","goal","waxed_weathered_copper_chain","Collect a stack of every oxidizing stage of Copper Chains, including all of their waxed variants"
"blazeandcave:potion/imbued_projectiles","Imbued Projectiles","potion","task","tipped_arrow","Craft some Tipped Arrows using arrows and a Lingering Potion"
"blazeandcave:challenges/immortal","Immortal","challenges","challenge","totem_of_undying","Fill your entire inventory with Totems of Undying"
"blazeandcave:adventure/travelling_merchant","Travelling Merchant","adventure","task","blue_dye","Trade with a Wandering Trader"
"blazeandcave:end/the_actual_end","The Actual End","end","task","player_head","Get killed by an Enderman in The End"
"blazeandcave:statistics/lord_helix","Lord Helix","statistics","challenge","diamond_nautilus_armor","Ride 25km on a Nautilus"
"blazeandcave:weaponry/death_star","Death Star","weaponry","task","nether_star","Kill a mob with a Nether Star"
"blazeandcave:animal/fashion_statement","Fashion Statement","animal","task","leather_leggings","Dye some leather pants with one color, then put them on"
"blazeandcave:biomes/flower_power","Flower Power","biomes","challenge","rose_bush","Collect all types of flowers"
"blazeandcave:mining/master_diamond_miner","Master Diamond Miner","mining","challenge","diamond_block","Mine enough diamond to make a stack of diamond blocks"
"blazeandcave:adventure/sponge_miner","Sponge Miner","adventure","goal","sponge","Collect a stack of sponges from ocean monuments"
"minecraft:nether/root","Nether","nether","task","red_nether_bricks","Bring summer clothes"
"minecraft:adventure/bullseye","Bullseye","adventure","challenge","arrow","Hit the bullseye of a Target Block with an arrow from 30 blocks away"
"blazeandcave:redstone/railwayman","Railwayman","redstone","goal","activator_rail","Craft a stack of all the different types of rails"
"blazeandcave:adventure/guardian_destroyer","Guardian Destroyer","adventure","goal","guardian_spawn_egg","Collect a stack of prismarine shards and crystals"
"blazeandcave:animal/cowboy","Cowboy","animal","task","saddle","Tame a horse by jumping on it over and over again"
"blazeandcave:statistics/i_enjoy_long_walks_and_playing_minecraft","I enjoy long walks & playing MC","statistics","challenge","diamond_boots","Walk 250km"
"blazeandcave:enchanting/like_a_ninja","Like a Ninja","enchanting","goal","sculk","Find the Swift Sneak enchantment on an Enchanted Book in an Ancient City"
"blazeandcave:monsters/boned","Boned","monsters","task","bone_meal","Grind up some bones into bonemeal"
"blazeandcave:monsters/family_reunion","Family Reunion","monsters","challenge","player_head","Reunite all zombie variants (and their baby forms) in one place"
"blazeandcave:monsters/root","Monsters","monsters","task","zombie_head","Battle against the monsters of darkness"
"blazeandcave:adventure/raiders_of_the_lost_trim","Raiders of the Lost Trim","adventure","goal","wayfinder_armor_trim_smithing_template","Carefully excavate a Smithing Template from the Trail Ruins"
"blazeandcave:mining/all_the_balls","All the Balls!","mining","goal","bamboo_mosaic","Create every Sulfur Cube archetype from putting different blocks into them"
"minecraft:husbandry/breed_an_animal","Repopulation","husbandry","task","wheat","Breed two cows with wheat"
"blazeandcave:mining/called_shot","Called Shot","mining","goal","exposed_cut_copper","Get struck by lightning while standing on a Lightning Rod"
"blazeandcave:redstone/factorio","Factorio","redstone","challenge","dispenser","Be near a Crafter when it crafts a Dispenser 64 times"
"blazeandcave:building/tuff_stuff","Tuff Stuff","building","task","chiseled_tuff_bricks","Craft or collect all forms of Tuff, Polished Tuff, and Tuff Bricks"
"blazeandcave:adventure/music_to_my_ears","Music To My Ears","adventure","task","music_disc_cat","Play a music disc in a jukebox"
"blazeandcave:enchanting/super_efficient","Super Efficient","enchanting","goal","iron_pickaxe","Obtain Efficiency V"
"blazeandcave:farming/yay_deadbush","Yay! Deadbush!","farming","task","dead_bush","Get a deadbush cause you're a noob"
"blazeandcave:animal/you_lead_ill_follow","You Lead, I'll Follow","animal","task","brown_carpet","Attach a lead to a llama to form a llama caravan"
"blazeandcave:potion/mad_scientist","Mad Scientist","potion","challenge","player_head","Cure a zombie villager of every profession"
"blazeandcave:adventure/beethoven","Beethoven","adventure","task","jukebox","Craft a jukebox with planks and a diamond"
"blazeandcave:biomes/were_going_on_a_bear_hunt","Weâ€™re Going on a Bear Hunt","biomes","task","snow","Get hunted by a Polar Bear"
"blazeandcave:mining/death_pointer","Death Pointer","mining","goal","recovery_compass","Using Echo Shards found in Ancient Cities, craft a Recovery Compass"
"blazeandcave:mining/stink_bomb","Stink Bomb","mining","task","chiseled_sulfur","Get killed by an explosive Sulfur Cube"
"blazeandcave:animal/feeling_sheepish","Feeling Sheepish","animal","task","cooked_mutton","You'll get over it"
"blazeandcave:animal/axeolotl","Axeolotl","animal","task","iron_axe","Kill an Axolotl with an axe"
"blazeandcave:adventure/im_not_lost_anymore","I'm not lost anymore!","adventure","task","blue_banner","Right-click a banner with a map"
"blazeandcave:adventure/if_only_cats_grew_into_kittens","If only cats grew into kittens","adventure","task","cat_spawn_egg","Breed two cats together to get a kitty!"
"blazeandcave:adventure/disc_jockey","Disc Jockey","adventure","challenge","music_disc_chirp","Listen to all the music discs"
"minecraft:husbandry/feed_snifflet","Little Sniffs","husbandry","task","sniffer_spawn_egg","Feed a Snifflet"
"blazeandcave:redstone/quirky_quartz","Quirky Quartz","redstone","task","quartz","Mine Nether Quartz from the Nether"
"blazeandcave:adventure/buy_low_sell_high","Buy Low, Sell High","adventure","goal","emerald","Trade with a villager while under the Hero of the Village effect"
"blazeandcave:enchanting/ill_be_back","I'll be back","enchanting","task","black_stained_glass","Name your bow 'Terminator'"
"blazeandcave:weaponry/there_it_goes","There it goesâ€¦","weaponry","challenge","spectral_arrow","Kill a mob at the bottom of the world from the build limit using any kind of projectile"
"blazeandcave:monsters/what_a_creep","What a creep!","monsters","task","gunpowder","Kill a creeper"
"blazeandcave:monsters/the_ghastly_eyes","The Ghastly Eyes","monsters","challenge","fermented_spider_eye","Kill an invisible spider"
"blazeandcave:building/blast_it","Blast it!","building","goal","blast_furnace","Upgrade your furnace to a blast furnace using iron and smooth stone for smelting ores quicker"
"blazeandcave:animal/whole_horse","Whole Horse","animal","goal","copper_horse_armor","Ride Horses with every kind of Horse Armor"
"blazeandcave:adventure/filthy_stinkin_rich","Filthy Stinkin' Rich","adventure","challenge","emerald_block","Make 64 emerald blocks"
"blazeandcave:potion/failed_concoctions","Failed Concoctions","potion","task","potion","Brew a mundane and thick potion"
"blazeandcave:farming/its_where_nutella_comes_from","It's where nutella comes from","farming","task","cocoa_beans","Obtain some cocoa beans from a jungle"
"minecraft:story/cure_zombie_villager","Zombie Doctor","story","goal","golden_apple","Cure a zombie villager"
"blazeandcave:farming/me_love_cookie","Me Love Cookie","farming","task","cookie","Bake some cookies... and then scoff them all yourself"
"blazeandcave:technical/cheater2","You are a big cheater!","technical","goal","barrier","You don't want to have this advancement unlocked!"
"blazeandcave:potion/the_invisible_player","The Invisible Player","potion","task","structure_void","Brew and drink an invisibility potion"
"blazeandcave:adventure/prime_specimen","Prime Specimen","adventure","goal","large_fern","Find Tall Grass or a Large Fern inside a village chest"
"blazeandcave:mining/iron_miner","Iron Miner","mining","goal","raw_iron","Mine a stack of Raw Iron"
"blazeandcave:monsters/witch","Witch!","monsters","task","sugar","Kill a witch"
"blazeandcave:end/rocketman","Rocketman","end","challenge","firework_star","Fill your inventory with full stacks of firework rockets"
"blazeandcave:building/halloween","Halloween!","building","task","jack_o_lantern","Light up the area with jack o'lanterns!"
"blazeandcave:mining/lapis_lazuli_miner","Lapis Lazuli Miner","mining","goal","lapis_block","Mine enough lapis lazuli to craft a stack of lapis lazuli blocks"
"blazeandcave:adventure/jurassic_sniff","Jurassic Sniff","adventure","task","torchflower_seeds","Breed two Sniffers together using Torchflower Seeds"
"blazeandcave:mining/copper_golem_overlord","Copper Golem Overlord","mining","goal","copper_helmet","Wear a full suit of Copper Armor while surrounded by at least ten living Copper Golems"
"minecraft:adventure/sniper_duel","Sniper Duel","adventure","challenge","skeleton_skull","Kill a skeleton with an arrow from more than 50 meters"
"blazeandcave:farming/hot_chocolate","Hot Chocolate","farming","goal","brown_concrete_powder","Plant some cocoa in the nice steamy Nether"
"blazeandcave:monsters/anti_air","Anti-Air","monsters","challenge","bow","Shoot down a phantom with an arrow from 30 blocks away"
"blazeandcave:mining/root","Mining","mining","task","cobblestone","Dig deep down, mine up ore"
"blazeandcave:building/armor_display","Armor Display","building","challenge","netherite_helmet","Put every full set of armor on different armor stands"
"blazeandcave:building/setting_up_the_mood","Setting up the mood","building","task","candle","Place a candle and light it using Flint and Steel"
"blazeandcave:farming/the_garbage_will_do","The garbage will do!","farming","task","composter","Craft a composter using wooden slabs then place it"
"blazeandcave:redstone/moving_moving_storage","Moving Moving Storage","redstone","task","hopper_minecart","Put a hopper in a minecart"
"blazeandcave:building/agent_smithing_table","Agent Smithing Table","building","task","smithing_table","Craft a smithing table"
"minecraft:husbandry/complete_catalogue","A Complete Catalogue","husbandry","challenge","cod","Tame all cat variants!"
"blazeandcave:farming/its_full_of_ink","It's full of ink","farming","task","ink_sac","Obtain some ink from hunting a squid"
"minecraft:end/enter_end_gateway","Remote Getaway","end","task","ender_pearl","Escape the island"
"blazeandcave:weaponry/axeman","Axeman","weaponry","goal","diamond_axe","Attack mobs using every kind of axe"
"blazeandcave:farming/undersea_gardener","Undersea Gardener","farming","goal","dried_kelp_block","Craft a stack of dried kelp blocks"
"blazeandcave:adventure/workaholic","Workaholic","adventure","challenge","brewing_stand","Craft a stack of all the villager job site blocks"
"blazeandcave:animal/a_horse_in_shining_armor","A Horse in Shining Armor","animal","task","diamond_horse_armor","Find diamond horse armor"
"blazeandcave:mining/good_for_your_bones","Good For Your Bones","mining","task","calcite","Mine some Calcite encasing an Amethyst Geode"
"blazeandcave:adventure/master_trader","Master Trader","adventure","challenge","grindstone","Trade with every type of villager career at master level"
"blazeandcave:animal/screaming_milk","Screaming Milk","animal","goal","milk_bucket","Milk a screaming Goat"
"blazeandcave:statistics/test_flight","Test Flight","statistics","task","light_gray_harness","Ride 100m on a Happy Ghast"
"minecraft:nether/all_potions","A Furious Cocktail","nether","challenge","milk_bucket","Have every potion effect applied at the same time"
"blazeandcave:bacap/farming_milestone","Farming Milestone","bacap","goal","hay_block","Complete every advancement in the Farming tab"
"minecraft:nether/charge_respawn_anchor","Not Quite 'Nine' Lives","nether","goal","glowstone","Charge a Respawn Anchor to the maximum"
"minecraft:story/enchant_item","Enchanter","story","goal","enchanting_table","Craft an enchanting table"
"blazeandcave:monsters/aww_man","Aww man!","monsters","task","player_head","That was a nice life you had. Shame it had to end at this time time time"
"blazeandcave:farming/bake_bread","Bake Bread","farming","task","bread","Grow wheat and use it to bake bread"
"blazeandcave:mining/copper_computer","Copper Computer","mining","goal","waxed_weathered_copper_bulb","Collect a stack of every oxidizing stage of Copper Bulbs, including all of their waxed variants"
"minecraft:adventure/under_lock_and_key","Under Lock and Key","adventure","task","trial_key","Unlock a Vault using a Trial Key"
"blazeandcave:redstone/dispense_with_this","Dispense With This","redstone","task","dispenser","Construct a dispenser"
"blazeandcave:farming/full_stomach","Full Stomach","farming","task","beef","Fill both your hunger bar and saturation level"
"minecraft:adventure/salvage_sherd","Respecting the Remnants","adventure","task","suspicious_sand","Using a Brush, carefully excavate a Pottery Sherd from a suspicious block"
"blazeandcave:end/good_luck_getting_this_one","Good Luck Getting This One","end","challenge","spectral_arrow","Kill a baby Turtle, a Witch, a Phantom, an Elder Guardian and a Piglin Brute with one piercing arrow in The End"
"blazeandcave:redstone/sculker_box","Sculker Box","redstone","challenge","cyan_shulker_box","Hold a Shulker Box that is completely filled with Sculk"
"blazeandcave:farming/souperman","Souperman","farming","task","beetroot_soup","Beetroot soup gives you souperpowers!"
"blazeandcave:adventure/i_hereby_dub_thee","I hereby dub thee...","adventure","task","name_tag","Obtain a name tag"
"blazeandcave:animal/its_high_noon","It's High Noon","animal","challenge","bow","Snipe a Husk from 50 blocks away while riding a Horse"
"blazeandcave:redstone/cataclyst","Cataclyst","redstone","challenge","nether_star","Kill a Wither near a Sculk Catalyst to unleash a large explosion of sculk"
"blazeandcave:challenges/warlock","Warlock","challenges","challenge","beacon","Obtain a stack of Beacons"
"blazeandcave:redstone/on_a_rail","On A Rail","redstone","challenge","rail","Travel by Minecart in a straight line to at least 1 km from where you started"
"blazeandcave:farming/suspicious_looking_stew","Suspicious Looking Stew","farming","task","suspicious_stew","Slurp some suspicious stew and pray you don't suddenly see giant flying eyeballs in the sky"
"minecraft:adventure/revaulting","Revaulting","adventure","goal","ominous_trial_key","Unlock an Ominous Vault with an Ominous Trial Key"
"blazeandcave:adventure/the_deep_end","The Deep End","adventure","goal","prismarine_crystals","Defeat an Elder Guardian"
"blazeandcave:biomes/qinling","Qinling","biomes","goal","brown_dye","Breed a rare brown panda"
"blazeandcave:enchanting/gotta_go_fast","Gotta Go Fast!","enchanting","goal","soul_soil","Obtain the Soul Speed enchantment from a Bastion or bartering with Piglins"
"blazeandcave:animal/ya_like_jazz","Ya like jazz?","animal","task","honeycomb","Breed two bees using flowers"
"blazeandcave:redstone/engineer","Engineer","redstone","goal","redstone_torch","Craft all types of redstone component"
"minecraft:husbandry/bred_all_animals","Two By Two","husbandry","challenge","hay_block","Breed every type of animal"
"blazeandcave:biomes/no_reefing","No Reefing!","biomes","challenge","dead_brain_coral_block","Collect all colors of coral blocks, plants and fans (including dead ones)"
"blazeandcave:nether/hot_reels","Hot Reels!","nether","task","fishing_rod","Reel in a Strider using a Fishing Rod"
"blazeandcave:biomes/ten_thousand_blocks","Ten Thousand Blocks","biomes","goal","iron_boots","Travel at least 10,000 blocks from the centre of the world in any direction."
"blazeandcave:enchanting/complete_enchanter","Complete Enchanter","enchanting","challenge","experience_bottle","Obtain every enchantment throughout your enchanting career"
"minecraft:adventure/trade","What a Deal!","adventure","task","emerald","Successfully trade with a Villager"
"blazeandcave:redstone/leveraging_synergy","Leveraging Synergy","redstone","task","lever","Flick a lever"
"blazeandcave:building/skyblock","Skyblock","building","goal","grass_block","Place a Grass Block high in the sky"
"blazeandcave:potion/performance_enhancing_drugs","Performance-Enhancing Drugs","potion","task","sugar","Brew a Speed Potion for cheating on athletics"
"blazeandcave:bacap/time_to_chop","Time to Chop!","bacap","task","wooden_axe","Use planks and sticks to make an axe"
"blazeandcave:nether/zork_chop","Zork Chop","nether","goal","rotten_flesh","Bring a Hoglin into the Overworld to zombify it, then kill it for zorkchops"
"blazeandcave:enchanting/master_fisher","Master Fisher","enchanting","challenge","fishing_rod","Create a fishing rod with all possible enchantments at max level"
"blazeandcave:biomes/everybody_loves_ice","Everybody Loves Ice!","biomes","goal","poisonous_potato","Obtain a stack of every type of ice in your inventory"
"blazeandcave:end/end_bricks","End Bricks!","end","task","end_stone_bricks","Craft end bricks from end stone"
"blazeandcave:adventure/murderer","MURDERER!","adventure","task","iron_sword","Kill a villager"
"blazeandcave:potion/furious_ammunition","Furious Ammunition","potion","challenge","tipped_arrow","Craft every type of tipped arrow"
"blazeandcave:nether/roadhog","Roadhog","nether","task","porkchop","Hunt a Hoglin for food"
"blazeandcave:statistics/captain_nemo","Captain Nemo","statistics","goal","golden_nautilus_armor","Ride 5km on a Nautilus"
"blazeandcave:animal/hump_day","Hump Day","animal","task","cactus","Breed two Camels using cactus"
"blazeandcave:weaponry/viking","Viking","weaponry","task","stone_axe","Attack a mob using an axe"
"blazeandcave:monsters/the_wicked_witch_of_the_west","The Wicked Witch of the West","monsters","challenge","brush","Convert your way to a Witch Chicken Jockey"
"blazeandcave:adventure/pottery_exhibition","Pottery Exhibition","adventure","challenge","prize_pottery_sherd","Find one of each type of Pottery Sherd throughout your archaeology expeditions"
"blazeandcave:biomes/thin_ice","Thin Ice!","biomes","task","ice","Use a silk touch pickaxe to pick up some ice blocks"
"blazeandcave:animal/llama_llama_duck_king","Llama Llama Duck King","animal","goal","llama_spawn_egg","Tame all llama variants"
"blazeandcave:animal/animal_kingdom","Animal Kingdom","animal","challenge","mangrove_fence","Bring one of every type of animal to one place (have them all within 32 blocks of you)"
"blazeandcave:animal/in_a_hole_there_lived_a_rabbit","In a hole there lived a Rabbit","animal","goal","rabbit_spawn_egg","Collect a stack of raw rabbit and rabbit hide"
"blazeandcave:nether/ancient_restoration","Ancient Restoration","nether","goal","flint_and_steel","Rebuild and reactivate a Ruined Portal"
"blazeandcave:biomes/overgrown","Overgrown!","biomes","goal","jungle_sapling","Discover every overgrown biome"
"blazeandcave:animal/sheariously","Sheariously?","animal","goal","light_gray_wool","Collect a stack of white wool"
"blazeandcave:statistics/taking_it_in_stride","Taking It In Stride","statistics","task","lava_bucket","Ride 100m on a Strider"
"blazeandcave:weaponry/point_blank","Point Blank","weaponry","task","string","Shoot a mob from point-blank range"
"blazeandcave:monsters/poisonous_ew","Poisonous Ew","monsters","task","spider_eye","Kill a cave spider"
"blazeandcave:building/electric","Electric!","building","task","redstone_lamp","Light up the area with some redstone lamps"
"blazeandcave:nether/netherite_miner","Netherite Miner","nether","goal","ancient_debris","Mine a stack of Ancient Debris"
"blazeandcave:statistics/food_glorious_food","Food, Glorious Food!","statistics","challenge","golden_carrot","Eat 5000 food items"
"blazeandcave:mining/bonfire_night","Bonfire Night","mining","challenge","stripped_spruce_log","Light every flammable block on fire"
"minecraft:nether/brew_potion","Local Brewery","nether","task","brewing_stand","Craft a Brewing Stand for brewing potions"
"blazeandcave:building/root","Building","building","task","oak_planks","Your only limit is your imagination... and resources"
"blazeandcave:adventure/lilypad_hatter","Lilypad Hatter","adventure","goal","lily_pad","Breed and trade with a swamp villager"
"blazeandcave:adventure/superhero_of_the_village","Superhero of the Village","adventure","goal","red_banner","Defeat enough raid captains to obtain a stack of Ominous Banners"
"blazeandcave:mining/dungeons_and_spawners","Dungeons and Spawners","mining","task","mossy_cobblestone","Open a chest in a dungeon deep underground"
"blazeandcave:animal/milkshroom","Milkshroom","animal","task","mushroom_stew","Milk a mooshroom with a bowl to get mushroom stew"
"minecraft:nether/all_effects","How Did We Get Here?","nether","challenge","bucket","Have every effect applied at the same time"
"blazeandcave:nether/brute_force","Brute Force","nether","task","golden_axe","Defeat a Piglin Brute in a Bastion Remnant"
"blazeandcave:mining/school_of_hard_knocks","School of Hard Knocks","mining","goal","waxed_weathered_copper_door","Collect a stack of every oxidizing stage of Copper Doors and Trapdoors, including all of their waxed variants"
"blazeandcave:mining/a_shiny_treat","A Shiny Treat","mining","task","glow_berries","Eat some Glow Berries"
"blazeandcave:monsters/controlled_detonation","Controlled Detonation","monsters","task","flint_and_steel","Persuade a Creeper to blow up using Flint and Steel"
"blazeandcave:nether/fool_me_twice","Fool Me Twice","nether","challenge","netherite_hoe","Completely use up a netherite hoe. Clearly you have chosen... poorly"
"blazeandcave:building/art_gallery","Art Gallery","building","goal","green_stained_glass_pane","Place every type of painting"
"blazeandcave:building/translucence","Translucence","building","goal","magenta_stained_glass","Craft all 16 colors of stained glass"
"blazeandcave:end/uh_houston_we_have_a_problem","Uh, Houston? We have a problem","end","challenge","firework_rocket","Fly up to a ridiculous height"
"blazeandcave:weaponry/arrow_of_ultimate_obliteration","Arrow of Ultimate Obliteration","weaponry","challenge","elytra","Plow into a mob with the charge attack of a Spear while flying at a speed of at least 70 blocks per second"
"blazeandcave:animal/artificial_selection","Artificial Selection","animal","task","apple","Breed a horse and a donkey to get a mule"
"blazeandcave:animal/swine_sailing","Swine Sailing","animal","goal","jungle_boat","Ride a saddled pig in a boat in a minecart"
"blazeandcave:nether/time_to_fire_back","Time to Fire Back","nether","goal","fire_charge","Craft a stack of fire charges"
"minecraft:adventure/minecraft_trials_edition","Minecraft: Trial(s) Edition","adventure","task","chiseled_tuff","Step foot in a Trial Chamber"
"blazeandcave:potion/a_weak_brew","A Weak Brew","potion","task","fermented_spider_eye","Brew up a potion of Weakness"
"minecraft:husbandry/wax_off","Wax Off","husbandry","task","copper_axe","Use an axe to scrape wax off of a Copper Block"
"blazeandcave:animal/cow_tipper","Cow Tipper","animal","task","leather","Harvest some leather"
"blazeandcave:building/classy_glassy","Classy Glassy","building","task","glass","Smelt sand in a furnace to get glass"
